komentar,kantor,letak,rating,sentimen,komentar_clean
terima kasih untuk ibu teler karena sudah ngebantu saya dalam pembayaran pajak di detik detik terakhir.,KCI Roxy Mas,Kota Jakarta Pusat,5,positif,terima kasih teler ngebantu pembayaran pajak detik detik terakhir.
terima kasih ibu dewi dan pak ervin atas keramahanya dan telah membantu saya membuka rekening baru dan banyak di informasikan program di maybank sehat dan sukses selalu. …,KCI Roxy Mas,Kota Jakarta Pusat,5,positif,terima kasih dewi ervin keramahanya membantu membuka rekening informasikan program maybank sehat sukses selalu. …
"berbagi pengalaman hari inin pertama datang ke my bank roxy,puas banget dengan pelayan ibu fitriani terima kasih tetap konsisten ,tetap semangat sehat selalu",KCI Roxy Mas,Kota Jakarta Pusat,5,positif,"berbagi pengalaman inin bank roxy,puas banget pelayan fitriani terima kasih konsisten ,tetap semangat sehat"
"telernya ramah, bisa menyampaikan informasi dengan baik dan mudah saya dipahami.",KCP Green Ville,Kota Jakarta Barat,5,positif,"telernya ramah, informasi mudah dipahami."
tidak ada,KCP Green Ville,Kota Jakarta Barat,5,positif,
pelayanananya ramah,KCP Central Park,Kota Jakarta Barat,5,positif,pelayanananya ramah
pelayanan sangat memuaskan sat mengajukan pinjaman kta,KCP Central Park,Kota Jakarta Barat,5,positif,pelayanan memuaskan sat mengajukan pinjaman kta
pelayanananya alhamdulilah sangat memuaskan. melayani dengan hati yang tulus. serta membantu nasabah dan calon nasabah yang akan bertransaksi. semoga maybank central park semakin jaya dan tetap dihati para nasabahnya.,KCP Central Park,Kota Jakarta Barat,5,positif,pelayanananya alhamdulilah memuaskan. melayani hati tulus. membantu nasabah calon nasabah bertransaksi. semoga maybank central park jaya dihati nasabahnya.
pelayananya sangat baik,KCP Central Park,Kota Jakarta Barat,5,positif,pelayananya
ok,KCP Central Park,Kota Jakarta Barat,5,positif,ok
good service,KCP Central Park,Kota Jakarta Barat,5,positif,good service
pelayanan customer service dan teler sangat ramah dan membantu nasabah.,KCP Central Park,Kota Jakarta Barat,5,positif,pelayanan customer service teler ramah membantu nasabah.
sangat membatu.dan pelayananya sangat baik,KCP Central Park,Kota Jakarta Barat,5,positif,membatu.dan pelayananya
pelayananya ramah …,KCP Central Park,Kota Jakarta Barat,5,positif,pelayananya ramah …
pelayanan sangat ramah,KCP Central Park,Kota Jakarta Barat,5,positif,pelayanan ramah
"parkir luas strategis, customer service ramah",KCP Jembatan Lima,Kota Jakarta Barat,5,positif,"parkir luas strategis, customer service ramah"
"plyananya bgus puas dapat no antrian prtama , scuritynya juga ramah puas ma playan semuanya trutama customer service mba nancy terima ksih sidh membantu",KCP Daan Mogot,Kota Jakarta Barat,5,positif,"plyananya bgus puas antrian prtama , scuritynya ramah puas playan trutama customer service mba nancy terima ksih sidh membantu"
sangat puas …,KCP Daan Mogot,Kota Jakarta Barat,5,positif,puas …
"ada kontak sales buat ktanya gak ya,",KCP Daan Mogot,Kota Jakarta Barat,5,positif,"kontak sales ktanya gak ya,"
"petugasnya ramah"" teler dan vsnya baik pelayananya .",KCP Daan Mogot,Kota Jakarta Barat,5,positif,"petugasnya ramah"" teler vsnya pelayananya ."
pelayananya lumayan ok .,KCP Daan Mogot,Kota Jakarta Barat,5,positif,pelayananya lumayan ok .
payrol gajian,KCP Daan Mogot Baru,Kota Jakarta Barat,5,positif,payrol gajian
ok,KCP Daan Mogot Baru,Kota Jakarta Barat,5,positif,ok
trs bank,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,trs bank
untuk semua karyawan my bank. apakah my bank melayani pinjaman dana kur online?,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,karyawan bank. bank melayani pinjaman dana kur online?
cabangnya punya service oke dan cabangny wangi,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,cabangnya service oke cabangny wangi
acesable,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,acesable
apa pt may bank mengadakan pinjaman oline kur?,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,pt may bank mengadakan pinjaman oline kur?
bagus dan ramah pelayananya,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,bagus ramah pelayananya
cukup bagus,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,bagus
ya kami juga mau taya apa bener pinjaman itu,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,ya taya bener pinjaman
ok,KC Cempaka Mas,Kota Jakarta Pusat,5,positif,ok
"apakah benar maybank melakukan pinjaman online pkei uang jaminan,yg beredar di whatsap",KC Cempaka Mas,Kota Jakarta Pusat,5,positif,"maybank pinjaman online pkei uang jaminan,yg beredar whatsap"
"kantor maybank di cempaka mas yang cerah degan warna kuningnya, petugas ramah, hanya pelayanan di customer service perlu wakyltu yang cukup lama",KC Cempaka Mas,Kota Jakarta Pusat,5,positif,"kantor maybank cempaka mas cerah degan warna kuningnya, petugas ramah, pelayanan customer service wakyltu"
"untuk pengurusan masalah perbankan disini cukup baik, satpam dan stafnya cepat tangap. saya sampai di layani orang staf hanya untuk pengurusan pengambilan kartu atm. dan tempatnya tidak terlalu ramai di hari biasa jadi tidak mengantri",KC Fatmawati,Kota Jakarta Selatan,4,positif,"pengurusan perbankan baik, satpam stafnya cepat tangap. layani orang staf pengurusan pengambilan kartu atm. tempatnya ramai mengantri"
orangnya ramah sekali pelayananya cepat.nyaman dan semua baik.termasuk securtynya.the best pokoknya,KC Fatmawati,Kota Jakarta Selatan,5,positif,orangnya ramah pelayananya cepat.nyaman baik.termasuk securtynya.the best pokoknya
ok,KC Fatmawati,Kota Jakarta Selatan,5,positif,ok
pelayanan baik & ramah. yang pasti tidak lama antri juga.,KC Fatmawati,Kota Jakarta Selatan,5,positif,pelayanan & ramah. antri juga.
tempat nyaman,KC Fatmawati,Kota Jakarta Selatan,5,positif,nyaman
"terima kasih untuk bantuanya atas keteledoran saya, sudah membantu saya kembalikan saldo saya, terima kasih mas rafi mba nia dan ibu desy sudah baik dalam melayani",KC Jatinegara,Kota Jakarta Timur,5,positif,"terima kasih bantuanya keteledoran saya, membantu kembalikan saldo saya, terima kasih mas rafi mba nia desy melayani"
"pelayananya top! satpam memberi semua informasi dengan santun dan ramah, begitu pun juga dengan customer servicenya …",KC Jatinegara,Kota Jakarta Timur,5,positif,"pelayananya top! satpam informasi santun ramah, customer servicenya …"
satpam csnya ramah ramah mantap pokonya,KC Jatinegara,Kota Jakarta Timur,5,positif,satpam csnya ramah ramah mantap pokonya
"service is fast ,god employe,speak english",KC Jatinegara,Kota Jakarta Timur,5,positif,"service fast ,god employe,speak english"
pelayananya memuaskan,KC Jatinegara,Kota Jakarta Timur,5,positif,pelayananya memuaskan
"senin, juli sya berkunjung di bank maybank utk urus pengantian kartu yang terblokir/rusak disambut keramahtamahan sekuriti yang mengarahkan sya utk proses lebih lanjut k customer service yang sangat ramah & sabar dalam melayani nasabah & terima kasih customer service mengucapkan selamat ulang tahun kpd sya, tks mbak angi suasana kantor bersih rapi tertata dengan baik & nyaman akhirnya proses pengantian kartu atm selesai dengan pelayanan yang prima tanpa membeda-bedakan nasabah, terima kasih, bank maybank (kc jtnegara)",KC Jatinegara,Kota Jakarta Timur,5,positif,"senin, juli sya berkunjung bank maybank utk urus pengantian kartu terblokir/rusak disambut keramahtamahan sekuriti mengarahkan sya utk proses k customer service ramah & sabar melayani nasabah & terima kasih customer service selamat ulang kpd sya, tks mbak angi suasana kantor bersih rapi tertata & nyaman proses pengantian kartu atm selesai pelayanan prima membeda-bedakan nasabah, terima kasih, bank maybank (kc jtnegara)"
"security responsif,pegawai dr customer,teler dl ramah,detail dalam proses layanan,meski kadang agak lama sesuai dengan kepentingan dan nyaman.",KC Jatinegara,Kota Jakarta Timur,5,positif,"security responsif,pegawai dr customer,teler dl ramah,detail proses layanan,meski kadang sesuai kepentingan nyaman."
"pelayananya cepat, satpam sigap.",KC Jatinegara,Kota Jakarta Timur,5,positif,"pelayananya cepat, satpam sigap."
pelayananya cepet banget,KC Jatinegara,Kota Jakarta Timur,5,positif,pelayananya cepet banget
sering lewat maybank sebelah honda wahana jatinegara,KC Jatinegara,Kota Jakarta Timur,5,positif,maybank sebelah honda wahana jatinegara
"pelayanan lumayan cepat dan ramah. dari satpam, teler, dan customer service ramah ramah. terima kasih sudah menyediakan uang baru ramadhan kemarin. membantu banget untuk saya. lokasi strategis banget, parkiran luas, ruang tungu lumayan nyaman.",KC Jatinegara,Kota Jakarta Timur,4,positif,"pelayanan lumayan cepat ramah. satpam, teler, customer service ramah ramah. terima kasih menyediakan uang ramadhan kemarin. membantu banget saya. lokasi strategis banget, parkiran luas, ruang tungu lumayan nyaman."
penyalan ramah tamah dan cpt sekali,KC Jatinegara,Kota Jakarta Timur,5,positif,penyalan ramah tamah cpt
"baik , pelayanan cukup cepat",KC Kelapa Gading,Kota Jakarta Utara,4,positif,", pelayanan cepat"
pelayanan yang ramah dan menyenangkan,KC Kelapa Gading,Kota Jakarta Utara,5,positif,pelayanan ramah menyenangkan
very helpful,KC Kelapa Gading,Kota Jakarta Utara,4,positif,helpful
good position. fre parking.,KC Kelapa Gading,Kota Jakarta Utara,5,positif,good position. fre parking.
"pelayananya baik dan ramah sekali, saya dibantu dengan sangat baik oleh mbak sania untuk pendaftaran ebanking, penjelasanya sangat jelas dan lengkap.",KC Kelapa Gading,Kota Jakarta Utara,5,positif,"pelayananya ramah sekali, dibantu mbak sania pendaftaran ebanking, penjelasanya lengkap."
"di sini bapak scuritynya semuanya ramah ,sopan saya suka banget datang ke sini is the best pokonya",KC Kelapa Gading,Kota Jakarta Utara,5,positif,"scuritynya ramah ,sopan suka banget best pokonya"
mau tanya untuk penukaran uang dari aplikasi bi apakah benar disini karena saya dapat lokasi disini,KC Puri Kencana,Kota Jakarta Barat,5,positif,penukaran uang aplikasi bi lokasi
good service.,KC Puri Kencana,Kota Jakarta Barat,5,positif,good service.
terima kasih untuk ibu teler karena sudah ngebantu saya dalam pembayaran pajak di detik detik terakhir.,KC Roxy Mas,Kota Jakarta Pusat,5,positif,terima kasih teler ngebantu pembayaran pajak detik detik terakhir.
terima kasih ibu dewi dan pak ervin atas keramahanya dan telah membantu saya membuka rekening baru dan banyak di informasikan program di maybank sehat dan sukses selalu. …,KC Roxy Mas,Kota Jakarta Pusat,5,positif,terima kasih dewi ervin keramahanya membantu membuka rekening informasikan program maybank sehat sukses selalu. …
"berbagi pengalaman hari inin pertama datang ke my bank roxy,puas banget dengan pelayan ibu fitriani terima kasih tetap konsisten ,tetap semangat sehat selalu",KC Roxy Mas,Kota Jakarta Pusat,5,positif,"berbagi pengalaman inin bank roxy,puas banget pelayan fitriani terima kasih konsisten ,tetap semangat sehat"
al good …,KC Summit Mas,Kota Jakarta Selatan,5,positif,al good …
teler ramah cuma pelayanan nya kurang optimal . dikala penukaran uang baru lagi tingi . teler yang dibuka cuma jadi cukup memakan waktu,KC Thamrin,Kota Jakarta Pusat,5,positif,teler ramah pelayanan nya optimal . dikala penukaran uang tingi . teler dibuka memakan
"csnya cantik cantik & ramah,terimah kasih mba marisa sdh bantu.",KC Thamrin,Kota Jakarta Pusat,5,positif,"csnya cantik cantik & ramah,terimah kasih mba marisa sdh bantu."
great service!,KC Thamrin,Kota Jakarta Pusat,5,positif,great service!
pelayananya ramah,KC Thamrin,Kota Jakarta Pusat,5,positif,pelayananya ramah
pelayanan yang baik dan cepat. memudah kan be,KC Thamrin,Kota Jakarta Pusat,5,positif,pelayanan cepat. memudah
"pelayan bagus , cepat , ramah ,",KC Thamrin,Kota Jakarta Pusat,5,positif,"pelayan bagus , cepat , ramah ,"
pelayanan.emuaskan. sangat membantu buat nasabah baru yang belum paham. luar biasa keren. semangat dan di lanjutkan pelayanan baiknya,KC Thamrin,Kota Jakarta Pusat,5,positif,pelayanan.emuaskan. membantu nasabah paham. keren. semangat lanjutkan pelayanan baiknya
"pelayanan sangat memuaskan, customer service ramah, cepat pelayananya",KC Thamrin,Kota Jakarta Pusat,5,positif,"pelayanan memuaskan, customer service ramah, cepat pelayananya"
"pelayanan baik, cepat dan ramah",KC Thamrin,Kota Jakarta Pusat,5,positif,"pelayanan baik, cepat ramah"
customer service dan teler sangat. baik ramah dan sopan membantu sekali dalam hal transaksi,KC Thamrin,Kota Jakarta Pusat,5,positif,customer service teler sangat. ramah sopan membantu transaksi
"customer service ramah, helpful, teler cepat, good service",KC Thamrin,Kota Jakarta Pusat,5,positif,"customer service ramah, helpful, teler cepat, good service"
pelayananya sangat cepat tlg dipertahankan,KC Thamrin,Kota Jakarta Pusat,5,positif,pelayananya cepat tlg dipertahankan
pelayananya sangat bagus dan sangat membantu bahkan untuk pembuatan rekening baru csonya sangat baik dan mau menungui saya walaupun jam sudah di atas jam . banyak yang komplain karena pelayananya lama banget untuk pembukan rekening baru namun itu terjadi karena dari maybanknya sendiri sudah di migrasi ke sistem pendaftaran rekening baru aplikasi.,KC Thamrin,Kota Jakarta Pusat,5,positif,pelayananya bagus membantu pembuatan rekening csonya menungui jam jam . komplain pelayananya banget pembukan rekening maybanknya migrasi sistem pendaftaran rekening aplikasi.
"pelayanan oky, prioritas utama, karyawanya ramah"" semua",KC Ampera,Kota Jakarta Selatan,5,positif,"pelayanan oky, prioritas utama, karyawanya ramah"""
"pelayanan bagus, baik banget gak pelit nuker uang kecil dikasih banyak, top lah maybank",KC Ampera,Kota Jakarta Selatan,5,positif,"pelayanan bagus, banget gak pelit nuker uang dikasih banyak, top maybank"
tidak terlalu ramai banknya jadi enak tidak antre & teler & securitynya juga ramah. …,KC Ampera,Kota Jakarta Selatan,5,positif,ramai banknya enak antre & teler & securitynya ramah. …
karyawanya ramah ramah bagus . selalu di jaga yh keramahanya,KC Bandengan,Kota Jakarta Utara,5,positif,karyawanya ramah ramah bagus . jaga yh keramahanya
tidak terlalu ramai dan karyawan ramah,KC Bandengan,Kota Jakarta Utara,5,positif,ramai karyawan ramah
sekuritinya baik banget,KC Bukit Golf Mediterania,Kota Jakarta Utara,5,positif,sekuritinya banget
pelayananya bagus. securitynya juga ramah sopan dan membantu.,KC Bukit Golf Mediterania,Kota Jakarta Utara,5,positif,pelayananya bagus. securitynya ramah sopan membantu.
"pelayananya bagus, ramah dan sopan terutama buat security dan csnya mba regina …",KC Cakung Cilincing,Kota Jakarta Timur,5,positif,"pelayananya bagus, ramah sopan security csnya mba regina …"
"hari ini saya abis dari maybank, pelayanya baik sekali, jelas, stafnya ramah semua. terutama mba regina yang melayani saya. dia ramah sekali. terima kasih mba regina.",KC Cakung Cilincing,Kota Jakarta Timur,5,positif,"abis maybank, pelayanya sekali, jelas, stafnya ramah semua. mba regina melayani saya. ramah sekali. terima kasih mba regina."
"maybank di lokasi ini tempatnya di dalam sebuah pt, jadi entah diharuskan atau tidak saya dikasih gantungan identitas seperti ini, pelayananya ramah disini, dan untuk pakaian karyawan di tempat ini tidak terlalu formal seperti maybank pada umumnya di tengah perkotan _",KC Cakung Cilincing,Kota Jakarta Timur,5,positif,"maybank lokasi tempatnya pt, diharuskan dikasih gantungan identitas ini, pelayananya ramah disini, pakaian karyawan formal maybank perkotan _"
"customer service yang bernama bu regina orangnya ramah, mksh bu regina hari ini sdh bantu saya untuk memperbaharui perubahan data",KC Cakung Cilincing,Kota Jakarta Timur,5,positif,"customer service bernama bu regina orangnya ramah, mksh bu regina sdh bantu memperbaharui perubahan data"
gara gara bank lain eror.tapi setelah lapor ke maybank alhamdulilah saldoku kembali dan pelayanan ramah,KC Cakung Cilincing,Kota Jakarta Timur,5,positif,gara gara bank eror.tapi lapor maybank alhamdulilah saldoku pelayanan ramah
hari ini tangal maret tutup tidak kantornya?,KC Cakung Cilincing,Kota Jakarta Timur,5,positif,tangal maret tutup kantornya?
sangat ramah dan cepat dalam pelayananya.,KC Cakung Cilincing,Kota Jakarta Timur,5,positif,ramah cepat pelayananya.
sangat ramah customer maybanknya,KC Cakung Cilincing,Kota Jakarta Timur,5,positif,ramah customer maybanknya
pelayanananya ramah,KC Central Park,Kota Jakarta Barat,5,positif,pelayanananya ramah
pelayanan sangat memuaskan sat mengajukan pinjaman kta,KC Central Park,Kota Jakarta Barat,5,positif,pelayanan memuaskan sat mengajukan pinjaman kta
pelayanananya alhamdulilah sangat memuaskan. melayani dengan hati yang tulus. serta membantu nasabah dan calon nasabah yang akan bertransaksi. semoga maybank central park semakin jaya dan tetap dihati para nasabahnya.,KC Central Park,Kota Jakarta Barat,5,positif,pelayanananya alhamdulilah memuaskan. melayani hati tulus. membantu nasabah calon nasabah bertransaksi. semoga maybank central park jaya dihati nasabahnya.
pelayananya sangat baik,KC Central Park,Kota Jakarta Barat,5,positif,pelayananya
ok,KC Central Park,Kota Jakarta Barat,5,positif,ok
good service,KC Central Park,Kota Jakarta Barat,5,positif,good service
pelayanan customer service dan teler sangat ramah dan membantu nasabah.,KC Central Park,Kota Jakarta Barat,5,positif,pelayanan customer service teler ramah membantu nasabah.
